시도명,시군구명,절대비율_글로벌,절대비율_일본,갭,갭방향,군집,군집명
경기도,양평군,0.141564,0.100091,0.0414729999999999,글로벌↑,0,균형 지역
경기도,양평군,0.141564,0.080109,0.0614549999999999,글로벌↑,0,균형 지역
경기도,가평군,0.566256,0.711704,-0.145448,일본↑,0,균형 지역
경기도,가평군,0.566256,0.5351400000000001,0.0311159999999999,글로벌↑,0,균형 지역
경기도,가평군,0.566256,0.32637,0.239886,글로벌↑,0,균형 지역
경기도,연천군,0.034638,0.016898,0.01774,글로벌↑,0,균형 지역
경기도,연천군,0.034638,0.023784,0.010854,글로벌↑,0,균형 지역
경기도,연천군,0.034638,0.020769,0.013869,글로벌↑,0,균형 지역
경기도,여주시,0.18072,0.096418,0.0843019999999999,글로벌↑,0,균형 지역
경기도,여주시,0.18072,0.074325,0.1063949999999999,글로벌↑,0,균형 지역
경기도,여주시,0.18072,0.109779,0.0709409999999999,글로벌↑,0,균형 지역
경기도,포천시,0.24096,0.0616279999999999,0.179332,글로벌↑,0,균형 지역
경기도,포천시,0.24096,0.090181,0.150779,글로벌↑,0,균형 지역
경기도,포천시,0.24096,0.084065,0.156895,글로벌↑,0,균형 지역
경기도,양주시,0.215358,0.097412,0.117946,글로벌↑,0,균형 지역
경기도,양주시,0.215358,0.097118,0.11824,글로벌↑,0,균형 지역
경기도,양주시,0.215358,0.102856,0.1125019999999999,글로벌↑,0,균형 지역
경기도,광주시,0.292164,0.1709679999999999,0.121196,글로벌↑,0,균형 지역
경기도,광주시,0.292164,0.175407,0.1167569999999999,글로벌↑,0,균형 지역
경기도,광주시,0.292164,0.161207,0.130957,글로벌↑,0,균형 지역
경기도,화성시,1.201788,0.8627919999999999,0.3389960000000002,글로벌↑,0,균형 지역
경기도,화성시,1.201788,0.8473050000000001,0.354483,글로벌↑,0,균형 지역
경기도,화성시,1.201788,0.92966,0.272128,글로벌↑,0,균형 지역
경기도,김포시,0.9201660000000002,0.5387479999999999,0.3814180000000002,글로벌↑,0,균형 지역
경기도,김포시,0.9201660000000002,0.559915,0.3602510000000001,글로벌↑,0,균형 지역
경기도,김포시,0.9201660000000002,0.606257,0.3139090000000001,글로벌↑,0,균형 지역
경기도,안성시,0.3237899999999999,0.146118,0.1776719999999999,글로벌↑,0,균형 지역
경기도,안성시,0.3237899999999999,0.153605,0.1701849999999999,글로벌↑,0,균형 지역
경기도,안성시,0.3237899999999999,0.137471,0.1863189999999999,글로벌↑,0,균형 지역
경기도,이천시,0.265056,0.216692,0.048364,글로벌↑,0,균형 지역
경기도,이천시,0.265056,0.184326,0.08073,글로벌↑,0,균형 지역
경기도,이천시,0.265056,0.193844,0.071212,글로벌↑,0,균형 지역
경기도,파주시,0.626496,0.465192,0.161304,글로벌↑,0,균형 지역
경기도,파주시,0.626496,0.4826170000000001,0.1438789999999999,글로벌↑,0,균형 지역
경기도,파주시,0.626496,0.528126,0.09837,글로벌↑,0,균형 지역
경기도,용인시,1.007514,0.602364,0.40515,글로벌↑,0,균형 지역
경기도,용인시,1.007514,0.6699160000000001,0.3375979999999999,글로벌↑,0,균형 지역
경기도,용인시,1.007514,0.6072460000000001,0.4002679999999999,글로벌↑,0,균형 지역
경기도,하남시,0.177708,0.153076,0.024632,글로벌↑,0,균형 지역
경기도,하남시,0.177708,0.155587,0.022121,글로벌↑,0,균형 지역
경기도,하남시,0.177708,0.164174,0.0135339999999999,글로벌↑,0,균형 지역
경기도,의왕시,0.129516,0.1182859999999999,0.01123,글로벌↑,0,균형 지역
경기도,의왕시,0.129516,0.11892,0.010596,글로벌↑,0,균형 지역
경기도,의왕시,0.129516,0.124614,0.004902,글로벌↑,0,균형 지역
경기도,군포시,0.156624,0.110334,0.04629,글로벌↑,0,균형 지역
경기도,군포시,0.156624,0.110001,0.046623,글로벌↑,0,균형 지역
경기도,군포시,0.156624,0.115713,0.040911,글로벌↑,0,균형 지역
경기도,시흥시,0.6505920000000001,0.2673859999999999,0.3832060000000001,글로벌↑,0,균형 지역
경기도,시흥시,0.6505920000000001,0.302255,0.348337,글로벌↑,0,균형 지역
경기도,시흥시,0.6505920000000001,0.273953,0.376639,글로벌↑,0,균형 지역
경기도,오산시,0.19578,0.10934,0.08644,글로벌↑,0,균형 지역
경기도,오산시,0.19578,0.1387399999999999,0.05704,글로벌↑,0,균형 지역
경기도,오산시,0.19578,0.166152,0.029628,글로벌↑,0,균형 지역
경기도,남양주시,0.38403,0.234584,0.149446,글로벌↑,0,균형 지역
경기도,남양주시,0.38403,0.266579,0.1174509999999999,글로벌↑,0,균형 지역
경기도,남양주시,0.38403,0.214613,0.1694169999999999,글로벌↑,0,균형 지역
경기도,구리시,0.1039139999999999,0.091448,0.0124659999999999,글로벌↑,0,균형 지역
경기도,구리시,0.1039139999999999,0.10901,-0.005096,일본↑,0,균형 지역
경기도,구리시,0.1039139999999999,0.089999,0.0139149999999999,글로벌↑,0,균형 지역
경기도,과천시,0.087348,0.0815079999999999,0.00584,글로벌↑,0,균형 지역
경기도,과천시,0.087348,0.086217,0.0011309999999999,글로벌↑,0,균형 지역
경기도,과천시,0.087348,0.075164,0.0121839999999999,글로벌↑,0,균형 지역
경기도,고양시,1.24245,0.771344,0.471106,글로벌↑,0,균형 지역
경기도,고양시,1.24245,0.747214,0.495236,글로벌↑,0,균형 지역
경기도,고양시,1.24245,0.680432,0.562018,글로벌↑,0,균형 지역
경기도,안산시,1.123476,0.424438,0.6990379999999999,글로벌↑,0,균형 지역
경기도,안산시,1.123476,0.383517,0.7399589999999999,글로벌↑,0,균형 지역
경기도,안산시,1.123476,0.371864,0.751612,글로벌↑,0,균형 지역
경기도,동두천시,0.132528,0.02982,0.102708,글로벌↑,0,균형 지역
경기도,동두천시,0.132528,0.0346849999999999,0.097843,글로벌↑,0,균형 지역
경기도,동두천시,0.132528,0.036593,0.095935,글로벌↑,0,균형 지역
경기도,평택시,1.5511800000000002,0.6292019999999999,0.9219780000000004,글로벌↑,0,균형 지역
경기도,평택시,1.5511800000000002,0.6055010000000001,0.9456790000000002,글로벌↑,0,균형 지역
경기도,평택시,1.5511800000000002,0.752629,0.7985510000000002,글로벌↑,0,균형 지역
경기도,광명시,0.230418,0.196812,0.033606,글로벌↑,0,균형 지역
경기도,광명시,0.230418,0.210092,0.020326,글로벌↑,0,균형 지역
경기도,광명시,0.230418,0.205712,0.024706,글로벌↑,0,균형 지역
경기도,부천시,0.5602320000000001,0.525826,0.034406,글로벌↑,0,균형 지역
경기도,부천시,0.5602320000000001,0.5291939999999999,0.0310380000000001,글로벌↑,0,균형 지역
경기도,부천시,0.5602320000000001,0.5548290000000001,0.0054029999999999,글로벌↑,0,균형 지역
경기도,안양시,0.295176,0.284284,0.010892,글로벌↑,0,균형 지역
경기도,안양시,0.295176,0.2973,-0.002124,일본↑,0,균형 지역
경기도,안양시,0.295176,0.352084,-0.056908,일본↑,0,균형 지역
경기도,의정부시,0.16566,0.1401539999999999,0.025506,글로벌↑,0,균형 지역
경기도,의정부시,0.16566,0.133785,0.031875,글로벌↑,0,균형 지역
경기도,의정부시,0.16566,0.146372,0.019288,글로벌↑,0,균형 지역
경기도,성남시,0.7710720000000001,0.7474879999999999,0.0235840000000001,글로벌↑,0,균형 지역
경기도,성남시,0.7710720000000001,0.751178,0.019894,글로벌↑,0,균형 지역
경기도,성남시,0.7710720000000001,0.81098,-0.0399079999999999,일본↑,0,균형 지역
경기도,수원시,1.088838,0.941318,0.1475199999999999,글로벌↑,0,균형 지역
경기도,수원시,1.088838,0.934513,0.1543249999999999,글로벌↑,0,균형 지역
경기도,수원시,1.088838,0.8663640000000001,0.2224739999999998,글로벌↑,0,균형 지역
경상남도,합천군,0.0271439999999999,0.02756,-0.000416,일본↑,0,균형 지역
경상남도,합천군,0.0271439999999999,0.018576,0.008568,글로벌↑,0,균형 지역
경상남도,합천군,0.0271439999999999,0.0136229999999999,0.013521,글로벌↑,0,균형 지역
경상남도,거창군,0.027666,0.01586,0.011806,글로벌↑,0,균형 지역
경상남도,거창군,0.027666,0.014448,0.0132179999999999,글로벌↑,0,균형 지역
경상남도,거창군,0.027666,0.006931,0.020735,글로벌↑,0,균형 지역
경상남도,함양군,0.026622,0.0195,0.0071219999999999,글로벌↑,0,균형 지역
경상남도,함양군,0.026622,0.013932,0.0126899999999999,글로벌↑,0,균형 지역
경상남도,함양군,0.026622,0.007887,0.018735,글로벌↑,0,균형 지역
경상남도,산청군,0.0318419999999999,0.01924,0.0126019999999999,글로벌↑,0,균형 지역
경상남도,산청군,0.0318419999999999,0.015222,0.0166199999999999,글로벌↑,0,균형 지역
경상남도,산청군,0.0318419999999999,0.011711,0.0201309999999999,글로벌↑,0,균형 지역
경상남도,하동군,0.042282,0.03042,0.011862,글로벌↑,0,균형 지역
경상남도,하동군,0.042282,0.023478,0.0188039999999999,글로벌↑,0,균형 지역
경상남도,하동군,0.042282,0.015535,0.026747,글로벌↑,0,균형 지역
경상남도,남해군,0.2270699999999999,0.04446,0.1826099999999999,글로벌↑,0,균형 지역
경상남도,남해군,0.2270699999999999,0.041022,0.1860479999999999,글로벌↑,0,균형 지역
경상남도,남해군,0.2270699999999999,0.058794,0.1682759999999999,글로벌↑,0,균형 지역
경상남도,고성군,0.064206,0.02314,0.041066,글로벌↑,0,균형 지역
경상남도,고성군,0.064206,0.020124,0.0440819999999999,글로벌↑,0,균형 지역
경상남도,고성군,0.064206,0.019598,0.0446079999999999,글로벌↑,0,균형 지역
경상남도,고성군,0.064206,0.017952,0.0462539999999999,글로벌↑,0,균형 지역
경상남도,고성군,0.064206,0.018796,0.04541,글로벌↑,0,균형 지역
경상남도,고성군,0.064206,0.0200079999999999,0.044198,글로벌↑,0,균형 지역
경상남도,창녕군,0.094482,0.02548,0.069002,글로벌↑,0,균형 지역
경상남도,창녕군,0.094482,0.020898,0.073584,글로벌↑,0,균형 지역
경상남도,창녕군,0.094482,0.022705,0.071777,글로벌↑,0,균형 지역
경상남도,함안군,0.087174,0.06084,0.026334,글로벌↑,0,균형 지역
경상남도,함안군,0.087174,0.070434,0.01674,글로벌↑,0,균형 지역
경상남도,함안군,0.087174,0.044693,0.042481,글로벌↑,0,균형 지역
경상남도,의령군,0.017748,0.01404,0.0037079999999999,글로벌↑,0,균형 지역
경상남도,의령군,0.017748,0.008514,0.009234,글로벌↑,0,균형 지역
경상남도,의령군,0.017748,0.009321,0.0084269999999999,글로벌↑,0,균형 지역
경상남도,양산시,0.2380319999999999,0.18538,0.0526519999999999,글로벌↑,0,균형 지역
경상남도,양산시,0.2380319999999999,0.167184,0.0708479999999999,글로벌↑,0,균형 지역
경상남도,양산시,0.2380319999999999,0.184747,0.0532849999999999,글로벌↑,0,균형 지역
경상남도,거제시,0.8847899999999999,0.3744,0.5103899999999998,글로벌↑,0,균형 지역
경상남도,거제시,0.8847899999999999,0.509808,0.3749819999999998,글로벌↑,0,균형 지역
경상남도,거제시,0.8847899999999999,0.38718,0.4976099999999998,글로벌↑,0,균형 지역
경상남도,밀양시,0.1383299999999999,0.0559,0.0824299999999999,글로벌↑,0,균형 지역
경상남도,밀양시,0.1383299999999999,0.050826,0.0875039999999999,글로벌↑,0,균형 지역
경상남도,밀양시,0.1383299999999999,0.046127,0.0922029999999999,글로벌↑,0,균형 지역
경상남도,김해시,0.506862,0.56732,-0.060458,일본↑,0,균형 지역
경상남도,김해시,0.506862,0.476268,0.030594,글로벌↑,0,균형 지역
경상남도,김해시,0.506862,0.521259,-0.0143969999999999,일본↑,0,균형 지역
경상남도,사천시,0.0746459999999999,0.0585,0.0161459999999999,글로벌↑,0,균형 지역
경상남도,사천시,0.0746459999999999,0.050568,0.0240779999999999,글로벌↑,0,균형 지역
경상남도,사천시,0.0746459999999999,0.050907,0.0237389999999999,글로벌↑,0,균형 지역
경상남도,통영시,0.869652,0.35672,0.5129319999999999,글로벌↑,0,균형 지역
경상남도,통영시,0.869652,0.4195080000000001,0.4501439999999999,글로벌↑,0,균형 지역
경상남도,통영시,0.869652,0.28919,0.580462,글로벌↑,0,균형 지역
경상남도,진주시,0.1325879999999999,0.11336,0.0192279999999999,글로벌↑,0,균형 지역
경상남도,진주시,0.1325879999999999,0.093138,0.0394499999999999,글로벌↑,0,균형 지역
경상남도,진주시,0.1325879999999999,0.092015,0.0405729999999999,글로벌↑,0,균형 지역
경상남도,창원시,1.7283419999999998,0.60762,1.1207219999999998,글로벌↑,0,균형 지역
경상남도,창원시,1.7283419999999998,0.565794,1.1625479999999997,글로벌↑,0,균형 지역
경상남도,창원시,1.7283419999999998,0.6080160000000001,1.1203259999999997,글로벌↑,0,균형 지역
경상북도,울릉군,0.2174479999999999,0.259894,-0.042446,일본↑,0,균형 지역
경상북도,울릉군,0.2174479999999999,0.1932919999999999,0.024156,글로벌↑,0,균형 지역
경상북도,울릉군,0.2174479999999999,0.214086,0.0033619999999999,글로벌↑,0,균형 지역
경상북도,울진군,0.126896,0.082187,0.044709,글로벌↑,0,균형 지역
경상북도,울진군,0.126896,0.0636029999999999,0.063293,글로벌↑,0,균형 지역
경상북도,울진군,0.126896,0.067332,0.059564,글로벌↑,0,균형 지역
경상북도,봉화군,0.039732,0.005373,0.034359,글로벌↑,0,균형 지역
경상북도,봉화군,0.039732,0.0122239999999999,0.027508,글로벌↑,0,균형 지역
경상북도,봉화군,0.039732,0.00837,0.031362,글로벌↑,0,균형 지역
경상북도,예천군,0.027104,0.0143279999999999,0.012776,글로벌↑,0,균형 지역
경상북도,예천군,0.027104,0.021392,0.0057119999999999,글로벌↑,0,균형 지역
경상북도,예천군,0.027104,0.020832,0.0062719999999999,글로벌↑,0,균형 지역
경상북도,칠곡군,0.1364439999999999,0.062088,0.0743559999999999,글로벌↑,0,균형 지역
경상북도,칠곡군,0.1364439999999999,0.07067,0.0657739999999999,글로벌↑,0,균형 지역
경상북도,칠곡군,0.1364439999999999,0.061752,0.0746919999999999,글로벌↑,0,균형 지역
경상북도,성주군,0.066528,0.0230839999999999,0.043444,글로벌↑,0,균형 지역
경상북도,성주군,0.066528,0.020628,0.0459,글로벌↑,0,균형 지역
경상북도,성주군,0.066528,0.018786,0.047742,글로벌↑,0,균형 지역
경상북도,고령군,0.047124,0.01393,0.033194,글로벌↑,0,균형 지역
경상북도,고령군,0.047124,0.019482,0.027642,글로벌↑,0,균형 지역
경상북도,고령군,0.047124,0.015996,0.031128,글로벌↑,0,균형 지역
경상북도,청도군,0.046508,0.063879,-0.017371,일본↑,0,균형 지역
경상북도,청도군,0.046508,0.0408739999999999,0.005634,글로벌↑,0,균형 지역
경상북도,청도군,0.046508,0.04557,0.0009379999999999,글로벌↑,0,균형 지역
경상북도,영덕군,0.1386,0.029253,0.109347,글로벌↑,0,균형 지역
경상북도,영덕군,0.1386,0.0446939999999999,0.093906,글로벌↑,0,균형 지역
경상북도,영덕군,0.1386,0.035712,0.102888,글로벌↑,0,균형 지역
경상북도,영양군,0.02002,0.0202979999999999,-0.0002779999999999,일본↑,0,균형 지역
경상북도,영양군,0.02002,0.006685,0.013335,글로벌↑,0,균형 지역
경상북도,영양군,0.02002,0.003906,0.016114,글로벌↑,0,균형 지역
경상북도,청송군,0.022484,0.016318,0.006166,글로벌↑,0,균형 지역
경상북도,청송군,0.022484,0.010123,0.012361,글로벌↑,0,균형 지역
경상북도,청송군,0.022484,0.009858,0.012626,글로벌↑,0,균형 지역
경상북도,의성군,0.04004,0.0113429999999999,0.028697,글로벌↑,0,균형 지역
경상북도,의성군,0.04004,0.0171899999999999,0.02285,글로벌↑,0,균형 지역
경상북도,의성군,0.04004,0.0128339999999999,0.027206,글로벌↑,0,균형 지역
경상북도,경산시,0.290136,0.132733,0.157403,글로벌↑,0,균형 지역
경상북도,경산시,0.290136,0.1336999999999999,0.156436,글로벌↑,0,균형 지역
경상북도,경산시,0.290136,0.113832,0.176304,글로벌↑,0,균형 지역
경상북도,문경시,0.063448,0.063481,-3.299999999999137e-05,일본↑,0,균형 지역
경상북도,문경시,0.063448,0.046986,0.016462,글로벌↑,0,균형 지역
경상북도,문경시,0.063448,0.05859,0.004858,글로벌↑,0,균형 지역
경상북도,상주시,0.1001,0.04378,0.0563199999999999,글로벌↑,0,균형 지역
경상북도,상주시,0.1001,0.047559,0.0525409999999999,글로벌↑,0,균형 지역
경상북도,상주시,0.1001,0.038874,0.0612259999999999,글로벌↑,0,균형 지역
경상북도,영천시,0.089012,0.0831819999999999,0.00583,글로벌↑,0,균형 지역
경상북도,영천시,0.089012,0.054053,0.034959,글로벌↑,0,균형 지역
경상북도,영천시,0.089012,0.038874,0.050138,글로벌↑,0,균형 지역
경상북도,영주시,0.053592,0.0290539999999999,0.024538,글로벌↑,0,균형 지역
경상북도,영주시,0.053592,0.0311329999999999,0.022459,글로벌↑,0,균형 지역
경상북도,영주시,0.053592,0.032364,0.0212279999999999,글로벌↑,0,균형 지역
경상북도,구미시,0.223608,0.2475559999999999,-0.0239479999999999,일본↑,0,균형 지역
경상북도,구미시,0.223608,0.1881349999999999,0.035473,글로벌↑,0,균형 지역
경상북도,구미시,0.223608,0.211482,0.0121259999999999,글로벌↑,0,균형 지역
경상북도,안동시,0.114268,0.050745,0.063523,글로벌↑,0,균형 지역
경상북도,안동시,0.114268,0.077164,0.037104,글로벌↑,0,균형 지역
경상북도,안동시,0.114268,0.071982,0.0422859999999999,글로벌↑,0,균형 지역
경상북도,김천시,0.102564,0.059103,0.043461,글로벌↑,0,균형 지역
경상북도,김천시,0.102564,0.056727,0.045837,글로벌↑,0,균형 지역
경상북도,김천시,0.102564,0.056172,0.046392,글로벌↑,0,균형 지역
경상북도,경주시,0.641872,0.301684,0.340188,글로벌↑,0,균형 지역
경상북도,경주시,0.641872,0.36099,0.280882,글로벌↑,0,균형 지역
경상북도,경주시,0.641872,0.3876239999999999,0.254248,글로벌↑,0,균형 지역
경상북도,포항시,0.471856,0.3767069999999999,0.095149,글로벌↑,0,균형 지역
경상북도,포항시,0.471856,0.392887,0.078969,글로벌↑,0,균형 지역
경상북도,포항시,0.471856,0.335358,0.1364979999999999,글로벌↑,0,균형 지역
광주광역시,광산구,0.230208,0.088808,0.1414,글로벌↑,0,균형 지역
광주광역시,광산구,0.230208,0.0855909999999999,0.144617,글로벌↑,0,균형 지역
광주광역시,광산구,0.230208,0.09054,0.139668,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.051675,0.0688369999999999,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.07264,0.047872,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.050568,0.0699439999999999,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.132867,-0.012355,일본↑,0,균형 지역
광주광역시,북구,0.120512,0.122408,-0.001896,일본↑,0,균형 지역
광주광역시,북구,0.120512,0.129376,-0.0088639999999999,일본↑,0,균형 지역
광주광역시,북구,0.120512,0.12444,-0.003928,일본↑,0,균형 지역
광주광역시,북구,0.120512,0.1162799999999999,0.004232,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.088668,0.0318439999999999,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.077792,0.0427199999999999,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.085188,0.0353239999999999,글로벌↑,0,균형 지역
광주광역시,북구,0.120512,0.06633,0.0541819999999999,글로벌↑,0,균형 지역
광주광역시,남구,0.043392,0.4640999999999999,-0.4207079999999999,일본↑,0,균형 지역
광주광역시,남구,0.043392,0.337776,-0.294384,일본↑,0,균형 지역
광주광역시,남구,0.043392,0.4632389999999999,-0.4198469999999999,일본↑,0,균형 지역
광주광역시,남구,0.043392,0.042735,0.0006569999999999,글로벌↑,0,균형 지역
광주광역시,남구,0.043392,0.036701,0.0066909999999999,글로벌↑,0,균형 지역
광주광역시,남구,0.043392,0.048048,-0.004656,일본↑,0,균형 지역
광주광역시,남구,0.043392,0.20112,-0.157728,일본↑,0,균형 지역
광주광역시,남구,0.043392,0.1893,-0.1459079999999999,일본↑,0,균형 지역
광주광역시,남구,0.043392,0.193914,-0.150522,일본↑,0,균형 지역
광주광역시,남구,0.043392,0.033218,0.010174,글로벌↑,0,균형 지역
광주광역시,남구,0.043392,0.034007,0.0093849999999999,글로벌↑,0,균형 지역
광주광역시,남구,0.043392,0.0288,0.014592,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.530868,-0.34194,일본↑,0,균형 지역
광주광역시,서구,0.188928,0.51728,-0.328352,일본↑,0,균형 지역
광주광역시,서구,0.188928,0.480168,-0.2912399999999999,일본↑,0,균형 지역
광주광역시,서구,0.188928,0.5333249999999999,-0.3443969999999999,일본↑,0,균형 지역
광주광역시,서구,0.188928,0.438564,-0.249636,일본↑,0,균형 지역
광주광역시,서구,0.188928,0.4975529999999999,-0.3086249999999999,일본↑,0,균형 지역
광주광역시,서구,0.188928,0.043623,0.145305,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.035524,0.153404,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.034944,0.153984,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.1512639999999999,0.037664,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.157872,0.031056,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.133484,0.0554439999999999,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.09316,0.095768,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.078058,0.11087,글로벌↑,0,균형 지역
광주광역시,서구,0.188928,0.07953,0.109398,글로벌↑,0,균형 지역
광주광역시,동구,0.05696,0.04264,0.01432,글로벌↑,0,균형 지역
광주광역시,동구,0.05696,0.03604,0.02092,글로벌↑,0,균형 지역
광주광역시,동구,0.05696,0.034884,0.022076,글로벌↑,0,균형 지역
광주광역시,동구,0.05696,0.8346000000000001,-0.7776400000000001,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.731848,-0.674888,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.8515289999999999,-0.7945689999999999,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.305916,-0.248956,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.315543,-0.258583,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.281112,-0.224152,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.07092,-0.0139599999999999,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.06144,-0.0044799999999999,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.100456,-0.043496,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.078408,-0.021448,일본↑,0,균형 지역
광주광역시,동구,0.05696,0.09126,-0.0343,일본↑,0,균형 지역
