순위,검색 키워드,영상 제목,채널명,업로드 날짜,조회수,좋아요수,댓글수,조회수_log
296,韓国コスメ,ひぇ、、このサイズ感は最高だ😵‍💫#コスメ#ティント#コスメ好き #韓国コスメコスメ#音フェチTiktokでPRしたものになります,ミレの日常🎀,2025-07-28,439717,12731,43,12.993888891333507
297,韓国コスメ,ベタつかない日焼け止めならコレ！！,コスメヲタちゃんねるサラ,2026-03-09,438801,10031,118,12.991803565257966
298,韓国コスメ,【韓国コスメ VS 国産化粧品】プロが選ぶのはどっち！？高濃度なのに安すぎるカラクリ、ダサいパッケージの謎、化粧品技術世界ランキング…全部話します！,かずのすけ,2024-11-29,435784,8177,819,12.984904281441827
299,韓国コスメ,【新作】Qoo10で買えるメイク初心者向け韓国コスメでメイクリハビリ中のブスがメイクしてみた【プチプラ】,まあたその「ほぼメインチャンネル」,2023-06-01,435367,7629,264,12.983946929445452
300,韓国旅行,韓国でボンボンドロップシール大量ゲット‼️,竹下☆ぱらだいす,2026-02-15,433045,2197,84,12.978599236907849
301,ソウル観光,韓国旅行３泊4日アシアナ航空で行く！ソウル観光、韓国グルメはここに決まり！はじめてのシニア夫婦韓国旅｜ボーイング747-400｜2023年9月総集編,Wakunori Channel ワクノリチャンネル,2023-11-15,427563,3241,336,12.965859263756226
302,ソウル観光,韓国旅行３泊4日アシアナ航空で行く！ソウル観光、韓国グルメはここに決まり！はじめてのシニア夫婦韓国旅｜ボーイング747-400｜2023年9月総集編,Wakunori Channel ワクノリチャンネル,2023-11-15,427563,3241,336,12.965859263756226
303,韓国旅行,韓国旅行３泊4日アシアナ航空で行く！ソウル観光、韓国グルメはここに決まり！はじめてのシニア夫婦韓国旅｜ボーイング747-400｜2023年9月総集編,Wakunori Channel ワクノリチャンネル,2023-11-15,427563,3241,336,12.965859263756226
304,韓国ファッション,【ガチ買いツアー】インスタでフォローしてる、行きたかった韓国ブランド8選！購入品をご紹介します♪,TAKIMAKI Channel / 滝沢眞規子Official,2024-07-03,426477,3296,68,12.963316061933968
305,韓国旅行,【韓国旅行⑥】オリーブヤングの購入システムにびっくり！◯◯がないと購入できない!?初めて食べる韓国流、鍋のシメ料理に衝撃！！知る人ぞ知るカムジャタンのお店に行ってみた！,おぎやはぎトラベル,2024-04-30,425247,3954,250,12.960427807131234
306,ソウル観光,[ Korea Trip ] 3泊4日ソウル＆釜山爆買い旅🛍️🇰🇷 | 韓国通と行く大人の女子旅、ファッション、美容、食事にかかった費用も全部公開！,miku / 未来,2024-10-25,422358,4368,144,12.953610942269195
307,韓国旅行,今、韓国の“経済格差”を現地で見た結果、予想外の光景に衝撃を受けました。,トッポギ侍【おがみょんがんちゃん】,2025-11-29,414837,10280,1226,12.935643361556188
308,韓国コスメ,韓国ダイソー✖️ジョンセンムルの新作がやばすぎる #韓国 #韓国コスメ,がよんがよん,2026-01-08,414665,11159,73,12.935228655894818
309,韓国コスメ,韓国ダイソー✖️ジョンセンムルの新作がやばすぎる #韓国 #韓国コスメ,がよんがよん,2026-01-08,414665,11159,73,12.935228655894818
310,韓国旅行,21年振りに韓国に行って食べまくり呑みまくり旅,霜降り明星せいやのイニミニチャンネル,2025-05-17,412845,3877,457,12.930829921049698
311,韓国コスメ,【韓国旅行】オリーブヤングで最新コスメ爆買い🇰🇷メガ割！！買え！！,ヘラヘラ三銃士,2025-09-04,399447,3461,102,12.897838873013187
312,韓国旅行,【韓国旅行】オリーブヤングで最新コスメ爆買い🇰🇷メガ割！！買え！！,ヘラヘラ三銃士,2025-09-04,399447,3461,102,12.897838873013187
313,韓国旅行,【vlog】2泊3日韓国旅行🇰🇷3人で爆食&amp;爆買い！,みゆうちゃんねる,2024-06-09,397068,3866,339,12.891865348093694
314,韓国コスメ,アヌア買うならこれです🤤🩵#スキンケア #韓国スキンケア #美肌,ミレの日常🎀,2025-10-03,396868,8946,37,12.891361530404577
315,韓国コスメ,アヌア買うならこれです🤤🩵#スキンケア #韓国スキンケア #美肌,ミレの日常🎀,2025-10-03,396868,8946,37,12.891361530404577
316,韓国コスメ,ラネージュの社食が気になりすぎて、韓国本社まで行ってきた✈️🇰🇷,やみちゃんねる。,2026-01-12,392434,6206,17,12.88012619739502
317,ソウル観光,今明洞がヤバイ🇰🇷❤️‍🔥　#韓国 #韓国旅行 #韓国コスメ #韓国薬局,ぼっちな韓国オタク🇰🇷みちゃん,2025-10-25,390979,5606,30,12.87641168676411
318,韓国コスメ,今明洞がヤバイ🇰🇷❤️‍🔥　#韓国 #韓国旅行 #韓国コスメ #韓国薬局,ぼっちな韓国オタク🇰🇷みちゃん,2025-10-25,390979,5606,30,12.87641168676411
319,韓国旅行,年始の韓国爆食旅🇰🇷【今年の目標は腹八分】,みりにゃと申します。,2026-01-21,389958,8930,406,12.873796884374343
320,韓国ファッション,ちびTはめっちゃいいけど… #shorts #韓国ファッション #韓国コーデ,韓国ファッションマガジンLapiLapi,2023-07-09,389725,2234,7,12.873199207089451
321,韓国旅行,【２泊３日韓国旅行】寒すぎる日に韓国で食べ歩き旅行してきたけど楽しすぎたのでオススメ！！！,エミリンチャンネル,2026-03-09,387642,4250,197,12.867840091957946
322,韓国コスメ,【Qoo10メガ割】小田切ヒロがガチ厳選！今すぐ買うべきBEST名品の韓国コスメ&amp;スキンケア！,HIRO BEAUTY CHANNEL,2026-02-27,386805,4585,75,12.86567855433342
323,韓国コスメ,まず皆様を迎え入れるのは... #新作コスメ #fwee #フィー #韓国コスメ #おすすめ #shorts,LIPS,2025-03-30,386032,6121,25,12.863678137020695
324,韓国旅行,"【ソウル旅行10日間(4K)】約30軒のカフェ巡り☕️ | 韓国人気スポット,最新ブランドショッピング,絶品グルメ 完全保存版",momocolog ,2025-05-03,385945,6148,169,12.863452742287501
325,ソウル観光,"【ソウル旅行10日間(4K)】約30軒のカフェ巡り☕️ | 韓国人気スポット,最新ブランドショッピング,絶品グルメ 完全保存版",momocolog ,2025-05-03,385945,6148,169,12.863452742287501
326,韓国コスメ,【永久保存版】結局これ買えば正解！韓国コスメ神リップ #コスメ #リップ #美容 #韓国コスメ #垢抜け,韓国オンニ【日韓コスメ・スキンケア】,2025-01-17,384928,8421,45,12.860814180678862
327,韓国コスメ,【日韓首脳会談】高市総理に韓国のり・化粧品の贈呈も… “外交ラッシュ”の成果は？【news23】｜TBS NEWS DIG,TBS NEWS DIG Powered by JNN,2025-10-30,384881,2351,1089,12.860692072784694
328,ソウル観光,🇰🇷ソウル旅行者必見！知らないと罰金30倍払います（WOWPASSトラブル! T-moneyカード）韓国地下鉄トラブル,ソウルに住んでるチェさん,2024-09-06,383343,5128,127,12.856688037371141
329,韓国旅行,🇰🇷ソウル旅行者必見！知らないと罰金30倍払います（WOWPASSトラブル! T-moneyカード）韓国地下鉄トラブル,ソウルに住んでるチェさん,2024-09-06,383343,5128,127,12.856688037371141
330,韓国ファッション,【デニムコーデ6選🍁】足を出したくない子におすすめです🙌🏻💗 #コーデ #ootdfashion #ootd #fashion #ストリート系女子 #ストリートファッション,さんぐらす,2024-10-18,382819,4032,14,12.855320183800101
331,ソウル観光,【韓国旅行🇰🇷】2泊3日モデルコース / 50代母と娘のグルメ&amp;美容旅🤍 / 韓屋で楽しむカフェとディナー🍴 / 母は初の美容体験✨/ 渡韓歴9年目パワーJの計画的な旅行✈️,kokoro 코코로,2024-06-16,380276,5286,220,12.848655213517898
332,韓国女子旅,【韓国旅行🇰🇷】2泊3日モデルコース / 50代母と娘のグルメ&amp;美容旅🤍 / 韓屋で楽しむカフェとディナー🍴 / 母は初の美容体験✨/ 渡韓歴9年目パワーJの計画的な旅行✈️,kokoro 코코로,2024-06-16,380276,5286,220,12.848655213517898
333,韓国コスメ,【Qoo10メガ割】この冬はこのコスメで間違いなし！ 小田切ヒロの今推してる韓国コスメ教えちゃうわよ🤍,HIRO BEAUTY CHANNEL,2025-11-20,378077,4772,220,12.842855802521004
334,韓国ファッション,秋の韓国カジュアルGRLOOK1週間🤎🍂🧶#grl #grlコーデ #grl購入品 #デニムコーデ #ファッション #韓国ファッション #おすすめ #プチプラ #骨格ウェーブ #ootd,ramu ,2025-09-08,376117,5692,21,12.837658202924999
335,韓国女子旅,韓国上級者はやってる🇰🇷観光客の落とし穴😨〇〇で回避❗️ #韓国情報 #韓国トレンド #韓国流行 #韓国人気 #渡韓 #韓国ひとり旅 #韓国旅 #渡韓情報 #渡韓準備 #韓国旅行 #韓国コスメ,リアルな韓国ガイドブックnekkorea_ねっこりあ,2025-03-22,374901,3744,14,12.834419937465709
336,ソウル観光,韓国上級者はやってる🇰🇷観光客の落とし穴😨〇〇で回避❗️ #韓国情報 #韓国トレンド #韓国流行 #韓国人気 #渡韓 #韓国ひとり旅 #韓国旅 #渡韓情報 #渡韓準備 #韓国旅行 #韓国コスメ,リアルな韓国ガイドブックnekkorea_ねっこりあ,2025-03-22,374901,3744,14,12.834419937465709
337,ソウル観光,【ソウル】男おひとり様で韓国を旅してみたら、こんな感じです。,関西弁CA / Ryucrew,2023-10-31,372864,7066,238,12.82897170281847
338,韓国コスメ,韓国でコスメ買う前に絶対見て😱偽物or本物検証したらヤバすぎた💦震える🫨 #韓国 #韓国情報 #韓国旅行 #韓国旅行情報 #渡韓 #渡韓情報 #韓国最新情報 #shorts #short,ぼっちな韓国オタク🇰🇷みちゃん,2024-04-21,372715,5020,44,12.82857201451637
339,韓国旅行,お父さんと人生初の韓国旅行に行ったら幸せすぎた！！！,親子バラエティ,2025-12-08,369056,8833,370,12.81870638263788
340,韓国旅行,【女子チーム大歓喜】　韓国で行きたい所に全部行ってみた！！,カジサック KAJISAC,2025-09-23,367518,4916,329,12.814530296978866
341,韓国女子旅,【女子チーム大歓喜】　韓国で行きたい所に全部行ってみた！！,カジサック KAJISAC,2025-09-23,367518,4916,329,12.814530296978866
342,韓国コスメ,キャンメイク縛りで韓国メイクしていく‼️#CANMAKE #メイク #コスメ #美容 #おすすめ,なるちゃんねる♡,2025-11-18,365991,11315,36,12.810366754221118
343,韓国女子旅,★Vlog★初！弘大(ホンデ)お散歩♪カスタムスニーカーとチーズタッカルビ！,Kan & Aki's CHANNELかんあきチャンネル,2025-10-27,365511,4192,134,12.809054389370367
344,韓国コスメ,最近韓国コスメのオススメ紹介してたから、今回は買うべきデパコス紹介🛍️✨#デパコス#コスメ#ジバンシイ#アイシャドウ#shorts,mizuki🪞🪄 みずいろROOM,2024-09-04,365363,9510,28,12.808649395904927
345,韓国ファッション,【向井怜衣ちゃん💙3色ショッピング🛍️】どんなコーデになるかな？👀#shorts #fashion #wego #ウィゴー #outfit #韓国ファッション #seju #ギャル #y2k,WEGOゆーちゅー部 -WEGO公式-,2026-03-14,365162,3849,27,12.808099108222002
346,韓国コスメ,Qoo10メガ割で買うならこれ！千賀健永の激愛スキンケアたち🔥🔥,千賀健永 / kento senga,2025-08-31,363960,3843,28,12.80480199802153
347,ソウル観光,韓国ってこんな感じです..【1日目｜ソウル】,osada /おさだ【海外ひとり旅】,2024-12-01,362258,7308,970,12.800114704594801
348,韓国旅行,【韓国vlog】初！岡田家全員で韓国旅行🇰🇷韓国グルメ,みゆうちゃんねる,2024-10-16,361428,3749,241,12.797820897418438
349,韓国旅行,【vlog】2泊3日の韓国旅行。初日から満喫しすぎて帰りたくないんやけど。,えいしとさなです。,2024-05-19,359053,2242,82,12.791228073986087
350,韓国ファッション,【平松想乃ちゃん💚3色ショッピング🛍️】どんなコーデになるかな？👀#shorts #fashion #wego #ウィゴー #outfit #韓国ファッション #カジュアル #seju,WEGOゆーちゅー部 -WEGO公式-,2026-03-12,358282,4434,15,12.789078455893364
351,韓国旅行,【vlog】2泊3日韓国旅行🇰🇷大満喫しすぎて帰りたくなくなった。,えいしとさなです。,2025-05-21,357989,2842,138,12.788260332031811
352,韓国コスメ,【韓国コスメ縛り】小田切ヒロ直伝！aespaカリナちゃん風・韓国アイドルメイクのご紹介よ〜🤍,HIRO BEAUTY CHANNEL,2024-12-04,355769,8651,280,12.78203973362695
353,韓国コスメ,【大量】私の部屋の愛する韓国コスメコレクション♡♡【コスメ収納】,さぁや saaya,2021-03-03,354404,5416,228,12.778195605965685
354,韓国コスメ,小田切ヒロが絶賛！超絶可愛い韓国コスメ・リップ3選💋💋,HIRO BEAUTY CHANNEL,2025-06-29,351495,4676,56,12.769953610367253
355,Kpop聖地巡り,にしな - シュガースポット【Official Video】,nishina_official,2023-10-25,347672,5173,194,12.759017661831525
356,韓国ファッション,【川野明愛ちゃん💜3色ショッピング🛍️】どんなコーデになるかな？👀#shorts #fashion #wego #ウィゴー #outfit #韓国ファッション #seju #ギャル,WEGOゆーちゅー部 -WEGO公式-,2026-03-13,344228,4519,29,12.749062412551543
357,韓国ファッション,秋の韓国ファッション🍂🇰🇷 #韓国 #ファッション #秋服,Amaneあまね,2024-10-12,339821,0,35,12.736177230091208
358,韓国ファッション,【どのコーデが好き？👀💕】秋冬おすすめコーデ4選🧣🍂#shorts #fashion #wego #ウィゴー #秋 #outfit #韓国ファッション #カジュアル #冬 #モテる,WEGOゆーちゅー部 -WEGO公式-,2024-11-21,337434,3895,8,12.729128178153793
359,韓国コスメ,韓国に行ってきたよ！#韓国コスメ #落ちにくいリップ #Twinklepop,まいぱん,2025-03-11,334933,7796,45,12.72168877647184
360,韓国コスメ,韓国に行ってきたよ！#韓国コスメ #落ちにくいリップ #Twinklepop,まいぱん,2025-03-11,334933,7796,45,12.72168877647184
361,韓国ファッション,99％失敗しない！夏コーデ色の組み合わせ #shorts,韓国ファッションマガジンLapiLapi,2023-06-04,330591,3031,4,12.708640265649173
362,ソウル観光,🇰🇷｢ソウルが大阪風情に…｣アジア観光地ランキングに韓国民大混乱　#海外の反応,知っとこニッポン,2025-09-20,330176,2101,149,12.707384153287466
363,ソウル観光,2024年、真冬のソウル満喫女子旅【3泊4日】,散歩するアンドロイド　,2024-01-31,330074,6433,405,12.707075180347402
364,韓国女子旅,【韓国vlog】2泊3日女子旅で爆買いからのヘアメイクで大変身！,みゆうちゃんねる,2024-11-03,325646,3789,263,12.693569251587572
365,韓国コスメ,コレ知らないと絶対失敗する😭コスメの買い方 #韓国コスメ #コスメ #コスメ紹介 #コスメ購入品,ぼっちな韓国オタク🇰🇷みちゃん,2025-10-11,322333,8408,29,12.68334355401751
366,ソウル観光,【 韓国 vlog 】ソウルのお洒落スポットと韓国グルメを堪能する旅🤎  可愛い雑貨とコスメ | ロンドンベーグルミュージアム | 広蔵市場 | お土産 | 3泊4日の大人旅,Grown vlog.,2024-10-12,320154,4837,195,12.676560532504206
367,韓国ファッション,韓国女子の春夏に着たい！モノトーンコーデの組み合わせ #shorts,韓国ファッションマガジンLapiLapi,2023-05-16,318959,3279,3,12.672820982055237
368,韓国女子旅,【韓国Vlog】神崎恵の1泊2日で大満足❤️大人のソウルの楽しみ方をご紹介🇰🇷グルメ｜コスメ｜ファッション｜カフェ etc…,美容家・神崎恵の大人美人研究,2024-12-05,318898,4544,108,12.672629717213992
369,Kpop聖地巡り,ESCAPE Bang Chan dominATE LONDON🇬🇧ESCAPE絶景スポット❗️#BangChan #StrayKids #스트레이키즈#dominATE,KENTY CHANNEL,2025-08-07,316820,38795,200,12.66609222460425
370,韓国女子旅,【韓国vlog🇰🇷】ソウルの初心者さん向け王道コース完全ガイド！辛いものが苦手でもいけるご飯屋さん巡り💕２泊３日でも大満喫できる回り方｜旅費大公開｜cafe｜shopping ｜トリファeSIM,mami 마미,2024-10-30,314150,3525,97,12.657629041018769
371,ソウル観光,【韓国vlog🇰🇷】ソウルの初心者さん向け王道コース完全ガイド！辛いものが苦手でもいけるご飯屋さん巡り💕２泊３日でも大満喫できる回り方｜旅費大公開｜cafe｜shopping ｜トリファeSIM,mami 마미,2024-10-30,314150,3525,97,12.657629041018769
372,ソウル観光,【初めての韓国旅行】準備してよかったもの＆知っておくべきこと【2026年も通じる初心者向けガイド】,すーたろの旅ログ,2025-05-06,312106,6059,132,12.651101356716099
373,韓国女子旅,【初めての韓国旅行】準備してよかったもの＆知っておくべきこと【2026年も通じる初心者向けガイド】,すーたろの旅ログ,2025-05-06,312106,6059,132,12.651101356716099
374,韓国コスメ,オリーブヤングのクッションファンデランキング後半戦✨,おっしー🎀【美容正直レビュー】,2025-01-15,311496,4120,9,12.649144986344648
375,韓国コスメ,オリーブヤングのクッションファンデランキング後半戦✨,おっしー🎀【美容正直レビュー】,2025-01-15,311496,4120,9,12.649144986344648
376,韓国コスメ,韓国のオリーブヤングでコンビ爆買い！,レインボー池田直人の美しちゃんねる,2025-12-18,310406,3541,114,12.64563961858331
377,ソウル観光,【韓国の真実】今、旅行はやめるべきなのか？ソウルの最新の様子はこんな感じでした・・・,SU channel / 旅行,2025-02-25,308464,3217,114,12.639363663703387
378,韓国ファッション,【多田梨音ちゃんの系統別コーデ💚】どっちが好き？👀✨#shorts #fashion #wego #ウィゴー #outfit #seju #韓国ファッション #ギャル #ストリート,WEGOゆーちゅー部 -WEGO公式-,2025-06-21,306820,3661,15,12.634019794633398
379,ソウル観光,🇰🇷えぇ！まじ！？聖水が危険⚠️  #韓国 #韓国旅行 #渡韓 #渡韓情報 #ソウル #ソウル旅行 #short #shorts,ぼっちな韓国オタク🇰🇷みちゃん,2025-05-09,303084,4523,31,12.621768573203674
380,韓国コスメ,【2026最新】韓国アイドル風KPOPメイク🎤 💄✨登録者150万人の現役韓国YouTuberが伝授！🇰🇷,アンダ ANDA,2026-02-03,301799,11367,196,12.617519825315886
381,ソウル観光,【韓国旅行VLOG】ストレス発散‼️韓国日帰り女一人旅‼️ショッピング•グルメ•美容で大満喫🥘🛍【2025年最新版】,はるのハルハル / 하루하루,2025-09-06,301417,2832,129,12.616253284691883
382,韓国女子旅,【韓国旅行VLOG】ストレス発散‼️韓国日帰り女一人旅‼️ショッピング•グルメ•美容で大満喫🥘🛍【2025年最新版】,はるのハルハル / 하루하루,2025-09-06,301417,2832,129,12.616253284691883
383,韓国コスメ,まだクーポンある人ぜひ＾＾🎀🤝🏻#コスメオタク #Qoo10#メガ割#コスメ好き #ピンクコスメ#韓国コスメ,ミレの日常🎀,2025-06-12,300089,7170,14,12.611837708647336
384,韓国ドラマロケ地,ロス確定！名作韓国ドラマ１０選❶　#韓国ドラマ #韓国俳優女優 #kdrama #ロスドラマ,韓国エンタメちゃんねる,2025-06-01,295065,1153,22,12.594954339111958
385,ソウル観光,韓国旅行🇰🇷紅葉のソウル人気スポットと韓国グルメ9選｜南大門市場｜聖水洞｜昌徳宮｜ロッテマート,Maibaru Travel,2024-11-29,294732,7781,685,12.593825140739686
386,韓国ファッション,秋の韓国GRLOOK🤎♡̴⟡.˚#grl #grlコーデ #grl購入品 #グレイル #韓国ファッション #デニムコーデ #コーデ紹介 #おすすめ #骨格ウェーブ,ramu ,2025-10-09,292252,4223,15,12.585375144465546
387,韓国ファッション,秋の韓国GRLOOK🤎♡̴⟡.˚#grl #grlコーデ #grl購入品 #グレイル #韓国ファッション #デニムコーデ #コーデ紹介 #おすすめ #骨格ウェーブ,ramu ,2025-10-09,292252,4223,15,12.585375144465546
388,韓国コスメ,韓国リップと激似?!ダイソーコスメを本音レビューしてみた!!! #amuse #ダイソー,裏コスメ放送局,2025-06-11,285052,0,0,12.560430406873737
389,韓国女子旅,明洞行ったら絶対に行くべきスポット５選🇰🇷#韓国 #ソウル #定番 #明洞 #ホテル #観光地 #学生旅 #大人旅 #女子旅＃旅行 ＃一人旅 #春休み ＃newt #NEWTで海外旅行,NEWT（ニュート）公式,2024-03-31,283805,7224,8,12.556046185133646
390,ソウル観光,明洞行ったら絶対に行くべきスポット５選🇰🇷#韓国 #ソウル #定番 #明洞 #ホテル #観光地 #学生旅 #大人旅 #女子旅＃旅行 ＃一人旅 #春休み ＃newt #NEWTで海外旅行,NEWT（ニュート）公式,2024-03-31,283805,7224,8,12.556046185133646
391,韓国ファッション,【秋から冬への気温別コーデ🕰️🤎🍂】ぜひ参考にしてね🫶#shorts #fashion #wego #ウィゴー #outfit #韓国ファッション #y2k #ストリート #低身長,WEGOゆーちゅー部 -WEGO公式-,2024-10-27,283789,2053,4,12.555989807005526
392,韓国コスメ,【最新プチプラコスメ】プロが認めたコスパ最強！優秀すぎるプチプラ最新・神コスメを一挙大公開💄✨使い方からテクニックまでご紹介します😉,長井かおり | おしゃべりメイクBOX,2025-10-25,283554,3925,116,12.55516138686103
393,韓国女子旅,【韓国ビギナー向けソウル1人旅2泊3日モデルルート】渡韓歴35年の旅ライターお勧め/定番+最新スポットを巡る大満足ルート,バタ子の50歳からの地球の歩き方,2024-04-21,283381,2741,70,12.554551089754403
394,ソウル観光,【韓国ビギナー向けソウル1人旅2泊3日モデルルート】渡韓歴35年の旅ライターお勧め/定番+最新スポットを巡る大満足ルート,バタ子の50歳からの地球の歩き方,2024-04-21,283381,2741,70,12.554551089754403
395,韓国ファッション,秋の大優勝すぎたレベチGRLOOK🤎🍂🍮#grl #grl購入品 #grlコーデ #韓国ファッション #デニムコーデ #ファッション #プチプラ #骨格ウェーブ #おすすめ,ramu ,2025-09-01,283100,4368,22,12.553559003414486
396,韓国コスメ,【感動すぎる🥺】韓国メイクすごすぎた､､､,ナラ【美容オタクOL】,2024-12-29,276503,10376,32,12.529980566386
397,韓国コスメ,【感動すぎる🥺】韓国メイクすごすぎた､､､,ナラ【美容オタクOL】,2024-12-29,276503,10376,32,12.529980566386
398,韓国コスメ,【韓国】美人マネージャーと韓国コスメを爆買いさせられました,ダイアン津田のゴイゴイスーチャンネル,2025-03-23,276379,2106,94,12.529532009357476
399,韓国ファッション,過去一高見えの秋GRL1週間🤎🍁#grl #grlコーデ #grl購入品 #韓国ファッション #秋服 #秋コーデ #デニムコーデ #ファッション #プチプラ #骨格ウェーブ,ramu ,2025-09-16,273512,4062,15,12.519104431707252
400,ソウル観光,【韓国グルメまとめ　おすすめ10選】韓国で行って良かったグルメをまとめました🤤絶対外さない人気のお店を選んでいます！アクセスもめっちゃ良いところ◎,あかねちゃんねる⋆東京おしゃれグルメ⋆,2025-05-27,270927,0,36,12.509608381905121
401,ソウル観光,【爆食韓国Vlog①】2泊3日ソウルの旅♪明洞・広蔵市場でユッケ・タンタンイ・クァベギ・カルグクス😋,ひまひまチャンネル,2025-02-07,269660,3301,171,12.504920893554697
402,韓国女子旅,【2025年最新】韓国一人旅🇰🇷美容/現地グルメ/オリーブヤング/ロッテスーパー/コレ❌失敗ポイントも【韓国旅行vlog】,はるのハルハル / 하루하루,2025-03-29,269220,2891,106,12.503287882625477
403,韓国コスメ,【言うべきか悩んだ】大人気韓国コスメ「Anua」の秘密。実は『アゼライン酸』じゃなかった…！？成分から読み解く衝撃の真実,かずのすけ,2025-03-18,262506,4599,898,12.478033027324933
404,ソウル観光,【韓国 蔵出し】ナジャ＆イルローザ　ソウル・望遠市場で食べ歩き！【片っ端から喫茶店】,片っ端から喫茶店,2023-08-26,257081,3054,138,12.457150379134438
405,ソウル観光,【完全保存版‼️】韓国旅行🇰🇷初心者向け韓国旅2025年最新版ガイド/WOWPASS/韓国トイレ情報/ ソウル駅ロッテマート無料ロッカー/韓国免税方法,I Korea U 아이코,2025-03-30,256511,2156,37,12.454930726124372
406,韓国ファッション,Honeysで韓国っぽ秋服爆買いしたよんっ🇰🇷🤍 #Honeys #ハニーズ #ハニーズ購入品 #韓国コーデ #韓国ガーリー #プチプラコーデ #秋服 #秋先取り,Honeys(ハニーズ),2025-09-19,255151,2717,13,12.449614724987754
407,ソウル観光,韓国ソウルで最強の美女天国を堪能した結果,パイナポー裏ch【アングラ探検家】,2025-09-09,254742,1496,133,12.448010472787917
408,韓国コスメ,韓国でオリーブヤング爆買いしました！！,友利新公式チャンネル(内科・皮膚科医),2023-11-28,253335,2287,69,12.442471949854792
409,韓国コスメ,韓国でオリーブヤング爆買いしました！！,友利新公式チャンネル(内科・皮膚科医),2023-11-28,253335,2287,69,12.442471949854792
410,韓国コスメ,【❌案件】【❌ステマ】今のQoo10メガ割で買うべき！本当に優秀な韓国コスメ&amp;中国コスメはこれだ！！！3500人アンケート【メガ割購入品】,nanakoななこ,2024-09-07,251176,4203,182,12.433913148874707
411,韓国コスメ,【❌案件】【❌ステマ】今のQoo10メガ割で買うべき！本当に優秀な韓国コスメ&amp;中国コスメはこれだ！！！3500人アンケート【メガ割購入品】,nanakoななこ,2024-09-07,251176,4203,182,12.433913148874707
412,韓国ファッション,【Y2KとY3Kの違い知ってる👀💭？】Y2Kとギャルも少し違うらしい🫨 #shorts #fashion #wego #ウィゴー #夏 #outfit #トレンド #韓国ファッション￼,WEGOゆーちゅー部 -WEGO公式-,2024-07-28,250400,3271,10,12.430818911810329
413,韓国コスメ,Qoo10メガ割で買うべき韓国コスメ&amp;スキンケア！〜AMUSE・Laka・MUZIGAE MANSION リップ / 魔女工場 クレンジング / LAGOM 朝洗顔〜,HIRO BEAUTY CHANNEL,2024-03-05,250260,5046,27,12.430259652255385
414,韓国コスメ,Qoo10メガ割で買うべき韓国コスメ&amp;スキンケア！〜AMUSE・Laka・MUZIGAE MANSION リップ / 魔女工場 クレンジング / LAGOM 朝洗顔〜,HIRO BEAUTY CHANNEL,2024-03-05,250260,5046,27,12.430259652255385
415,韓国コスメ,【韓国購入品】リピ買いから新作まで！神崎恵が正直レビュー👀💚オリーブヤング、アモーレなどの購入品を一挙ご紹介✨,美容家・神崎恵の大人美人研究,2024-12-03,249024,2908,99,12.425308572013366
416,韓国コスメ,【韓国購入品】リピ買いから新作まで！神崎恵が正直レビュー👀💚オリーブヤング、アモーレなどの購入品を一挙ご紹介✨,美容家・神崎恵の大人美人研究,2024-12-03,249024,2908,99,12.425308572013366
417,韓国コスメ,【⚠️Qoo10メガ割🈹】歴代韓国コスメ全ての中から厳選おすすめ韓国コスメ紹介✨,水越みさと,2026-02-27,247580,3042,98,12.419493080176117
418,韓国コスメ,【⚠️Qoo10メガ割🈹】歴代韓国コスメ全ての中から厳選おすすめ韓国コスメ紹介✨,水越みさと,2026-02-27,247580,3042,98,12.419493080176117
419,韓国コスメ,韓国コスメと美容グッズHAUL購入品開封ASMRほぼオリーブヤング,I am a housewife,2023-11-10,246839,7455,49,12.416495632435003
420,韓国女子旅,【韓国旅行】おさきちゃんと2泊3日でガチ韓国へ！江南＆聖水で爆買い爆食ツアー🔥👜🍰,ひまひまチャンネル,2025-07-20,245293,3528,141,12.410212770102346
421,韓国コスメ,【韓国GRWM】現地の韓国コスメで本場のプロ技再現したらマジで盛れた※でも安定に時間がない。,水越みさと,2024-07-13,244571,3440,104,12.40726502307438
422,韓国ファッション,韓国カジュアルなGRLOOK1週間コーデ🤎ジンコン楽しみすぎるのᐡ ̳ʚ̴̶̷̆ ·̫ ʚ̴̶̷̆ ̳ᐡ໒꒱#grl #grlコーデ #grl購入品 #韓国ファッション #骨格ウェーブ,ramu ,2025-06-21,243267,3959,18,12.40191899525504
423,韓国ファッション,韓国カジュアルなGRLOOK1週間コーデ🤎ジンコン楽しみすぎるのᐡ ̳ʚ̴̶̷̆ ·̫ ʚ̴̶̷̆ ̳ᐡ໒꒱#grl #grlコーデ #grl購入品 #韓国ファッション #骨格ウェーブ,ramu ,2025-06-21,243267,3959,18,12.40191899525504
424,ソウル観光,韓国行ったらチキンは必須…🥺‼️共有してお友達にも教えてあげてね！#渡韓情報 #韓国 #韓国情報 #渡韓 #韓国旅行 #韓国vlog #韓国グルメ #韓国料理  #韓国チキン #kyochon,ただのオタク ミーナ🧸,2024-11-15,242734,3906,0,12.399725592277324
425,韓国コスメ,【10月のお気に入り】超レア回✨豊作すぎたので全商品プチプラコスメor韓国コスメorプチプラスキンケア,水越みさと,2025-10-30,241991,3266,90,12.396659946741162
